Id,Label,type,degree,closnesscentrality,betweenesscentrality,Authority,eigencentrality
1954458058,,User,1,0.311958,0,0.001426,0.003394
5164497355,,User,2,0.312474,0,0.001494,0.00367
1490818903,,User,1,0.300203,0,0.001079,0.002125
716969850,,User,1,0.264248,0,0.000292,0.000909
1482393286,,User,1,0.251662,0,0.00012,0.000283
1563244384,,User,1,0.291784,0,0.000887,0.001373
1553055977,,User,1,0.233928,0,0.000014,0.000138
1589449353,,User,1,0.274169,0,0.000531,0.000727
5168290538,,User,1,0.274169,0,0.000531,0.000727
1912888202,,User,1,0.666667,0,0,0.000113
2077751481,,User,1,0.31242,0,0.001171,0.003234
1528740543,,User,1,0.319682,0,0.002523,0.007527
5692159036,,User,1,0.319682,0,0.002523,0.007527
1549452684,,User,1,0.321931,0,0.005679,0.010891
1544482158,,User,1,0.303352,0,0.001062,0.002563
1580042320,,User,1,0.303352,0,0.001062,0.002563
1442121335,,User,2,0.320856,0,0.002597,0.006628
1509107401,,User,1,0.308694,0,0.001417,0.002989
1355234973,,User,1,0.545455,0,0,0.00012
1579780191,,User,1,0.321931,0,0.005679,0.010891
507535290,,User,1,0.264248,0,0.000292,0.000909
883443395,,User,1,0.264248,0,0.000292,0.000909
1533227395,,User,1,0.233882,0,0.000013,0.000135
6460029991,,User,1,0.233882,0,0.000013,0.000135
1522465543,,User,2,0.321841,0,0.003681,0.007786
1941393508,,User,1,0.52381,0,0,0.000129
649818844,,User,1,0.52381,0,0,0.000129
1066013233,,User,1,0.52381,0,0,0.000129
5067460603,,User,1,0.321701,0,0.003096,0.006674
1934795463,,User,1,0.545455,0,0,0.00012
815045188,,User,1,0.31242,0,0.001171,0.003234
1231190907,,User,1,0.308694,0,0.001417,0.002989
1515918754,,User,1,0.308694,0,0.001417,0.002989
1535927314,,User,1,0.308694,0,0.001417,0.002989
5147013743,,User,1,0.298828,0,0.000697,0.002268
1545017195,,User,1,0.283427,0,0.000543,0.000836
7181901343,,User,1,0.283427,0,0.000543,0.000836
1542406460,,User,1,0.24497,0,0.000066,0.000242
6828747699,,User,1,0.254507,0,0.000094,0.00028
1690902170,,User,1,0.30152,0,0.000754,0.001347
153257388,,User,1,0.319953,0,0.002272,0.005688
6244788067,,User,2,0.334655,0,0.007951,0.016579
5600667198,,User,1,0.303617,0,0.000864,0.002305
5725404085,,User,1,0.160738,0,0,0.000169
1534103359,,User,1,0.286183,0,0.000631,0.00111
1553706069,,User,1,0.31242,0,0.001171,0.003234
1527881240,,User,1,0.31242,0,0.001171,0.003234
1323519651,,User,1,0.31242,0,0.001171,0.003234
5698388345,,User,1,0.321931,0,0.005679,0.010891
1851041575,,User,1,0.259333,0,0.000183,0.00052
5054956127,,User,1,0.6,0,0,0.000114
333577932,,User,1,0.6,0,0,0.000114
2084897678,,User,2,0.32248,0,0.003689,0.008677
1977056422,,User,1,0.321931,0,0.005679,0.010891
1502249352,,User,2,0.302285,0,0.001456,0.00267
1592703533,,User,1,0.30259,0,0.001101,0.002173
6121034918,,User,1,0.30259,0,0.001101,0.002173
6416796230,,User,1,0.300203,0,0.001079,0.002125
1548530014,,User,1,0.295963,0,0.000889,0.001406
5279337317,,User,1,0.311958,0,0.001426,0.003394
1559674871,,User,1,0.306013,0,0.00122,0.00217
6989639494,,User,1,0.241718,0,0.000036,0.000207
1540160351,,User,1,0.303352,0,0.001062,0.002563
1653595819,,User,1,0.303352,0,0.001062,0.002563
1776583177,,User,1,0.201478,0,0.000002,0.000191
6493422,,User,1,0.201478,0,0.000002,0.000191
6630770059,,User,1,0.268257,0,0.000317,0.000737
6400680008,,User,1,0.268257,0,0.000317,0.000737
5099209022,,User,1,0.321701,0,0.003096,0.006674
6877249811,,User,1,0.240332,0,0.00006,0.000194
607920535,,User,1,0.571429,0,0,0.000116
2093769033,,User,1,0.571429,0,0,0.000116
1874719688,,User,1,0.321931,0,0.005679,0.010891
1686215383,,User,1,0.311958,0,0.001426,0.003394
236244987,,User,1,0.571429,0,0,0.000116
5119108830,,User,1,0.271889,0,0.000348,0.000921
5283920704,,User,1,0.191309,0,0,0.000157
5295503737,,User,1,0.191309,0,0,0.000157
1657029344,,User,1,0.191309,0,0,0.000157
1514470857,,User,1,0.303352,0,0.001062,0.002563
1500214458,,User,1,0.303352,0,0.001062,0.002563
1674738119,,User,1,0.303352,0,0.001062,0.002563
5303290780,,User,1,0.303352,0,0.001062,0.002563
1325734321,,User,1,0.301008,0,0.000837,0.002479
1595477989,,User,1,0.308694,0,0.001417,0.002989
1647796005,,User,1,0.308694,0,0.001417,0.002989
5023341390,,User,1,0.290658,0,0.000566,0.001063
1179804546,,User,1,0.6,0,0,0.000114
mapgleos,,Channel,3,1,3,0,0.000332
505330380,,User,1,0.6,0,0,0.000114
201561460,,User,1,0.6,0,0,0.000114
1449598693,,User,1,0.300203,0,0.001079,0.002125
1468272332,,User,1,0.219776,0,0.000008,0.000125
1546332729,,User,1,0.321931,0,0.005679,0.010891
1509303742,,User,1,0.308694,0,0.001417,0.002989
6860550938,,User,1,0.229914,0,0.000014,0.000202
5154396259,,User,1,0.229914,0,0.000014,0.000202
725758440,,User,1,0.31242,0,0.001171,0.003234
1771536171,,User,1,0.278714,0,0.000364,0.000734
6893904142,,User,1,0.319682,0,0.002523,0.007527
147429599,,User,1,0.545455,0,0,0.00012
368933046,,User,1,0.545455,0,0,0.00012
205344283,,User,1,0.545455,0,0,0.00012
5091771826,,User,1,0.303352,0,0.001062,0.002563
1528699389,,User,1,0.303352,0,0.001062,0.002563
1725968351,,User,1,0.303352,0,0.001062,0.002563
1397281390,,User,1,0.251874,0,0.000133,0.000269
1579006454,,User,2,0.325485,0,0.004513,0.009663
1443759019,,User,1,0.6,0,0,0.000114
EvolutionXOfficial,,Channel,3,1,3,0,0.000332
6619701101,,User,1,0.6,0,0,0.000114
6170774062,,User,1,0.6,0,0,0.000114
1727648459,,User,1,0.321931,0,0.005679,0.010891
1552653274,,User,1,0.319953,0,0.002272,0.005688
1325455208,,User,1,0.243353,0,0.000036,0.000199
1752238768,,User,1,0.245322,0,0.000049,0.000228
1694979970,,User,1,0.245322,0,0.000049,0.000228
5000382336,,User,1,0.277158,0,0.000397,0.000863
5294160445,,User,1,0.277158,0,0.000397,0.000863
1211387314,,User,1,0.277158,0,0.000397,0.000863
5272584765,,User,1,0.277158,0,0.000397,0.000863
6474354487,,User,1,0.321931,0,0.005679,0.010891
1645616303,,User,1,0.303352,0,0.001062,0.002563
1448830887,,User,1,0.31242,0,0.001171,0.003234
139706174,,User,1,0.301008,0,0.000837,0.002479
5209988596,,User,1,0.298882,0,0.001034,0.001888
1699513347,,User,1,0.30259,0,0.001101,0.002173
1022087879,,User,1,0.30259,0,0.001101,0.002173
1538126785,,User,1,0.319682,0,0.002523,0.007527
6646604144,,User,1,1,0,0,0.000111
PATRIOT_BERSERKER,,Channel,1,1,0,0,0.000111
1432640516,,User,1,0.191438,0,0,0.000153
6283493169,,User,1,0.264248,0,0.000292,0.000909
676873256,,User,1,0.256986,0,0.000187,0.000715
5074887384,,User,1,0.256986,0,0.000187,0.000715
1755132961,,User,1,0.276723,0,0.000475,0.000764
1554066179,,User,1,0.319953,0,0.002272,0.005688
1546840263,,User,1,0.319953,0,0.002272,0.005688
1572274660,,User,1,0.321931,0,0.005679,0.010891
880085873,,User,1,0.268325,0,0.000376,0.000664
167085762,,User,1,0.31242,0,0.001171,0.003234
1599360267,,User,1,0.303352,0,0.001062,0.002563
1529016367,,User,1,0.303352,0,0.001062,0.002563
6571414554,,User,1,0.303352,0,0.001062,0.002563
1266977098,,User,1,0.501075,0,0,0.000548
5681947660,,User,1,0.501075,0,0,0.000548
1143459016,,User,1,0.501075,0,0,0.000548
6438911141,,User,1,0.268257,0,0.000317,0.000737
1508372267,,User,1,0.29328,0,0.000805,0.00121
1581886499,,User,1,0.29328,0,0.000805,0.00121
6270888565,,User,1,0.308694,0,0.001417,0.002989
1549438316,,User,1,0.308694,0,0.001417,0.002989
7042962165,,User,1,0.30259,0,0.001101,0.002173
7128582223,,User,1,0.30259,0,0.001101,0.002173
1557019578,,User,1,0.319682,0,0.002523,0.007527
1978727316,,User,1,0.303617,0,0.000864,0.002305
1531162309,,User,1,0.321701,0,0.003096,0.006674
5243769621,,User,1,0.321931,0,0.005679,0.010891
5058953661,,User,1,0.321701,0,0.003096,0.006674
6139909881,,User,1,0.321701,0,0.003096,0.006674
1365612804,,User,1,0.31242,0,0.001171,0.003234
1545451065,,User,1,0.321931,0,0.005679,0.010891
1545437846,,User,1,0.321931,0,0.005679,0.010891
544068102,,User,1,0.555556,0,0,0.000118
871929456,,User,1,0.290658,0,0.000566,0.001063
647615657,,User,1,0.277158,0,0.000397,0.000863
1546621860,,User,2,0.307803,0,0.002109,0.003575
1509027404,,User,1,0.319953,0,0.002272,0.005688
963075097,,User,1,0.245787,0,0.000061,0.000254
1443846203,,User,1,0.245787,0,0.000061,0.000254
1594344357,,User,1,0.321931,0,0.005679,0.010891
642014706,,User,1,0.321931,0,0.005679,0.010891
1481329608,,User,1,0.321931,0,0.005679,0.010891
1436545994,,User,1,0.284291,0,0.000592,0.001003
1513132940,,User,2,0.322435,0,0.006568,0.012297
356099725,,User,1,0.254396,0,0.000113,0.000553
149936568,,User,1,0.254396,0,0.000113,0.000553
5131801637,,User,1,0.281213,0,0.000382,0.000925
1524408052,,User,1,0.281213,0,0.000382,0.000925
1549644793,,User,1,0.30152,0,0.000754,0.001347
2038617209,,User,1,0.321701,0,0.003096,0.006674
1580669863,,User,1,0.321931,0,0.005679,0.010891
6523974450,,User,1,0.280368,0,0.000573,0.000893
1509024866,,User,1,0.321931,0,0.005679,0.010891
1761814492,,User,1,0.24377,0,0.000053,0.000277
1575939252,,User,1,0.303352,0,0.001062,0.002563
1520635675,,User,1,0.300151,0,0.000938,0.001705
423195139,,User,1,0.301123,0,0.001251,0.003028
1563612507,,User,1,0.303352,0,0.001062,0.002563
1545802395,,User,1,0.303352,0,0.001062,0.002563
1577714869,,User,1,0.303352,0,0.001062,0.002563
6965217505,,User,1,0.254396,0,0.000113,0.000553
6595722814,,User,1,0.254396,0,0.000113,0.000553
1585217189,,User,1,0.319682,0,0.002523,0.007527
1500310914,,User,1,0.321701,0,0.003096,0.006674
6737814793,,User,1,0.309532,0,0.00144,0.004159
7112049678,,User,1,0.309532,0,0.00144,0.004159
1492993385,,User,1,0.319953,0,0.002272,0.005688
1674453480,,User,1,0.295872,0,0.000992,0.001735
5955934018,,User,1,0.292127,0,0.000568,0.0012
1514158058,,User,1,0.311958,0,0.001426,0.003394
1529692926,,User,1,0.311958,0,0.001426,0.003394
47165024,,User,1,0.482759,0,0,0.000131
102736070,,User,1,0.482759,0,0,0.000131
219525098,,User,1,0.482759,0,0,0.000131
6892719439,,User,1,0.264248,0,0.000292,0.000909
1934718691,,User,1,0.248813,0,0.000069,0.000304
1465135076,,User,1,0.28197,0,0.000508,0.000793
1502961064,,User,1,0.286216,0,0.000613,0.000937
1313347729,,User,1,0.319682,0,0.002523,0.007527
1904874604,,User,1,0.30259,0,0.001101,0.002173
1519804799,,User,1,0.30259,0,0.001101,0.002173
797899119,,User,1,0.319953,0,0.002272,0.005688
1639465432,,User,1,0.30259,0,0.001101,0.002173
1532506628,,User,1,0.319953,0,0.002272,0.005688
1567392197,,User,1,0.319682,0,0.002523,0.007527
1584091811,,User,1,0.321931,0,0.005679,0.010891
5246837556,,User,1,0.6,0,0,0.000114
tankies,,Channel,3,1,3,0,0.000332
5372364583,,User,1,0.6,0,0,0.000114
1941107381,,User,1,0.6,0,0,0.000114
314971764,,User,1,0.268474,0,0.000378,0.000683
477564172,,User,1,0.268474,0,0.000378,0.000683
1576667178,,User,1,0.321931,0,0.005679,0.010891
415536479,,User,1,0.248887,0,0.000076,0.0003
1022002503,,User,1,0.245787,0,0.000061,0.000254
1888239150,,User,1,0.245787,0,0.000061,0.000254
6047145188,,User,1,0.292127,0,0.000568,0.0012
1609796001,,User,1,0.292127,0,0.000568,0.0012
850126309,,User,1,0.303352,0,0.001062,0.002563
1814360769,,User,1,0.303352,0,0.001062,0.002563
1419930558,,User,1,0.264248,0,0.000292,0.000909
1369060846,,User,1,0.30259,0,0.001101,0.002173
1813212486,,User,1,0.296712,0,0.000916,0.001514
6069610201,,User,1,0.264248,0,0.000292,0.000909
1864308700,,User,1,0.281829,0,0.000409,0.000716
2029293194,,User,1,0.281829,0,0.000409,0.000716
1592768187,,User,1,0.298882,0,0.001034,0.001888
1850949285,,User,1,0.295872,0,0.000992,0.001735
1518647171,,User,1,0.295872,0,0.000992,0.001735
1113362725,,User,1,0.295872,0,0.000992,0.001735
5788166858,,User,1,0.31242,0,0.001171,0.003234
1476300292,,User,1,0.31242,0,0.001171,0.003234
6244224519,,User,1,0.321701,0,0.003096,0.006674
5242001005,,User,1,0.301008,0,0.000837,0.002479
1574743197,,User,1,0.319682,0,0.002523,0.007527
1582373652,,User,1,0.287874,0,0.000693,0.001077
1367223401,,User,1,0.281829,0,0.000409,0.000716
1530394919,,User,1,0.281829,0,0.000409,0.000716
1455739236,,User,1,0.321701,0,0.003096,0.006674
5398239614,,User,1,0.321701,0,0.003096,0.006674
1743909505,,User,1,0.319682,0,0.002523,0.007527
1699822610,,User,1,0.6,0,0,0.000114
yelikbayev,,Channel,3,1,3,0,0.000332
226519278,,User,1,0.6,0,0,0.000114
82506294,,User,1,0.6,0,0,0.000114
5070789562,,User,1,0.281102,0,0.000469,0.000786
1500507244,,User,1,0.218783,0,0.00001,0.000141
1598352244,,User,1,0.270584,0,0.000318,0.000583
1544037487,,User,1,0.270584,0,0.000318,0.000583
5028163099,,User,1,0.31242,0,0.001171,0.003234
2020454005,,User,1,0.31242,0,0.001171,0.003234
191854665,,User,1,0.248887,0,0.000076,0.0003
870475384,,User,1,0.292127,0,0.000568,0.0012
1467423503,,User,1,0.292127,0,0.000568,0.0012
7183141738,,User,1,0.285899,0,0.000705,0.001246
1573630852,,User,1,0.30259,0,0.001101,0.002173
6037283543,,User,1,0.301086,0,0.001064,0.002039
5953323981,,User,1,0.319682,0,0.002523,0.007527
950517318,,User,1,0.281213,0,0.000382,0.000925
1437075425,,User,1,0.319682,0,0.002523,0.007527
6877603173,,User,1,0.246527,0,0.000072,0.00026
1519397520,,User,1,0.286183,0,0.000631,0.00111
319015504,,User,1,0.28197,0,0.000508,0.000793
1580774181,,User,1,0.273365,0,0.000299,0.000591
1621094851,,User,1,0.321931,0,0.005679,0.010891
1552469228,,User,1,0.321931,0,0.005679,0.010891
5000051828,,User,1,0.31242,0,0.001171,0.003234
1961857894,,User,1,0.281829,0,0.000409,0.000716
6616443015,,User,1,0.281829,0,0.000409,0.000716
1405287141,,User,1,0.321701,0,0.003096,0.006674
1621261542,,User,1,0.321701,0,0.003096,0.006674
5414716811,,User,1,0.281213,0,0.000382,0.000925
2034497917,,User,1,0.31242,0,0.001171,0.003234
748207476,,User,1,0.31242,0,0.001171,0.003234
1586294549,,User,1,0.306013,0,0.00122,0.00217
1312022009,,User,1,0.306013,0,0.00122,0.00217
1455765588,,User,1,0.321931,0,0.005679,0.010891
1456294383,,User,1,0.321931,0,0.005679,0.010891
1043016224,,User,1,0.533333,0,0,0.000124
1675991032,,User,1,0.31242,0,0.001171,0.003234
1605591454,,User,1,0.31242,0,0.001171,0.003234
5756347745,,User,1,0.300203,0,0.001079,0.002125
1530761586,,User,1,0.321701,0,0.003096,0.006674
2002468333,,User,1,0.269914,0,0.000325,0.000555
1449158092,,User,1,0.31242,0,0.001171,0.003234
1277203423,,User,1,0.303352,0,0.001062,0.002563
1083008203,,User,1,0.303352,0,0.001062,0.002563
1915891571,,User,1,0.303352,0,0.001062,0.002563
402759309,,User,1,0.571429,0,0,0.000116
1517716802,,User,1,0.303617,0,0.000864,0.002305
1523802300,,User,1,0.298882,0,0.001034,0.001888
7166420366,,User,1,0.321701,0,0.003096,0.006674
1880014735,,User,1,0.28197,0,0.000508,0.000793
1966887667,,User,1,0.28197,0,0.000508,0.000793
1996350551,,User,1,0.281213,0,0.000382,0.000925
1590110677,,User,1,0.30152,0,0.000754,0.001347
5741471380,,User,1,0.321701,0,0.003096,0.006674
653910700,,User,1,0.31242,0,0.001171,0.003234
1611448359,,User,1,0.236502,0,0.000016,0.001211
1159461383,,User,1,0.236502,0,0.000016,0.001211
826063138,,User,1,0.301008,0,0.000837,0.002479
1535095640,,User,1,0.319682,0,0.002523,0.007527
1576278602,,User,1,0.319682,0,0.002523,0.007527
6577301229,,User,1,0.279242,0,0.000413,0.000741
1546142733,,User,1,0.303352,0,0.001062,0.002563
1512806566,,User,1,0.303352,0,0.001062,0.002563
1404532257,,User,1,0.31242,0,0.001171,0.003234
166941786,,User,1,0.31242,0,0.001171,0.003234
1468524637,,User,1,0.321701,0,0.003096,0.006674
1672416577,,User,1,0.302046,0,0.001103,0.001987
1323092888,,User,1,0.302046,0,0.001103,0.001987
1538321352,,User,1,0.295963,0,0.000889,0.001406
6190830195,,User,2,0.321268,0,0.003412,0.008933
1210811443,,User,1,0.30152,0,0.000754,0.001347
828774375,,User,1,0.302046,0,0.001103,0.001987
1946379395,,User,1,0.321931,0,0.005679,0.010891
1516951926,,User,1,0.321931,0,0.005679,0.010891
1191237708,,User,1,0.303617,0,0.000864,0.002305
974115575,,User,1,0.303617,0,0.000864,0.002305
1817991412,,User,1,0.303617,0,0.000864,0.002305
1348268895,,User,1,0.285252,0,0.000558,0.000859
1468746105,,User,1,0.285252,0,0.000558,0.000859
1580352592,,User,1,0.319953,0,0.002272,0.005688
6865312999,,User,1,0.242439,0,0.00003,0.000176
1985552137,,User,1,0.303352,0,0.001062,0.002563
591834958,,User,1,0.281025,0,0.000484,0.000916
5472655483,,User,1,0.281025,0,0.000484,0.000916
1548965161,,User,1,0.321701,0,0.003096,0.006674
1440597128,,User,1,0.281829,0,0.000409,0.000716
1584175884,,User,1,0.281829,0,0.000409,0.000716
1643777411,,User,1,0.311958,0,0.001426,0.003394
2021028474,,User,1,0.311958,0,0.001426,0.003394
5037112381,,User,1,0.311958,0,0.001426,0.003394
5831476749,,User,1,0.321931,0,0.005679,0.010891
5019268010,,User,1,0.311958,0,0.001426,0.003394
5398639655,,User,1,0.268381,0,0.000385,0.00089
1525221277,,User,1,0.303352,0,0.001062,0.002563
6286285564,,User,1,0.303352,0,0.001062,0.002563
1503861653,,User,1,0.319682,0,0.002523,0.007527
1686789762,,User,1,0.285392,0,0.000408,0.001064
6192457770,,User,1,0.285392,0,0.000408,0.001064
6502226169,,User,1,0.319682,0,0.002523,0.007527
2121155564,,User,1,0.319682,0,0.002523,0.007527
1531235144,,User,1,0.319682,0,0.002523,0.007527
1261065323,,User,2,0.314824,0,0.00225,0.004331
6901848228,,User,1,0.301008,0,0.000837,0.002479
1633448036,,User,1,0.321931,0,0.005679,0.010891
1529754324,,User,1,0.319953,0,0.002272,0.005688
1506184785,,User,1,0.295963,0,0.000889,0.001406
1420022491,,User,1,0.31242,0,0.001171,0.003234
1490034868,,User,1,0.319682,0,0.002523,0.007527
1510621368,,User,1,0.31242,0,0.001171,0.003234
1425748747,,User,1,0.285392,0,0.000408,0.001064
6447917216,,User,1,0.285392,0,0.000408,0.001064
6787305505,,User,1,0.319953,0,0.002272,0.005688
5377514109,,User,1,0.285899,0,0.000705,0.001246
1567604900,,User,1,0.285899,0,0.000705,0.001246
6636677973,,User,1,0.31242,0,0.001171,0.003234
1579269258,,User,1,0.297601,0,0.001126,0.002042
1527582368,,User,1,0.297601,0,0.001126,0.002042
943431164,,User,1,0.311958,0,0.001426,0.003394
6041906727,,User,1,0.281213,0,0.000382,0.000925
1732465086,,User,1,0.273365,0,0.000299,0.000591
1614655442,,User,1,0.273365,0,0.000299,0.000591
1757311675,,User,1,0.303352,0,0.001062,0.002563
1471787971,,User,1,0.308694,0,0.001417,0.002989
2028028171,,User,1,0.308694,0,0.001417,0.002989
1436300340,,User,1,0.321701,0,0.003096,0.006674
1518530666,,User,1,0.318441,0,0.00258,0.005613
1492027648,,User,1,0.321701,0,0.003096,0.006674
1608126894,,User,1,0.311958,0,0.001426,0.003394
1290995707,,User,1,0.311958,0,0.001426,0.003394
1577291791,,User,1,0.321701,0,0.003096,0.006674
1520198004,,User,1,0.31242,0,0.001171,0.003234
155643909,,User,1,0.149425,0,0,0.000414
6959299541,,User,1,0.319682,0,0.002523,0.007527
1640916721,,User,1,0.319682,0,0.002523,0.007527
5955534164,,User,1,0.278813,0,0.000464,0.000874
1507929063,,User,1,0.285899,0,0.000705,0.001246
6045302050,,User,1,0.285899,0,0.000705,0.001246
1588093489,,User,1,0.285899,0,0.000705,0.001246
5911684114,,User,1,0.265331,0,0.000309,0.000552
1544727538,,User,1,0.319682,0,0.002523,0.007527
1499383439,,User,1,0.267226,0,0.000263,0.000598
1335026738,,User,2,0.264048,0,0.000284,0.000703
315020802,,User,1,0.218783,0,0.00001,0.000141
1040812052,,User,1,0.218783,0,0.00001,0.000141
1598217834,,User,1,0.319682,0,0.002523,0.007527
1383026746,,User,1,0.29328,0,0.000805,0.00121
6805930975,,User,1,0.290299,0,0.0008,0.001191
6954435055,,User,1,0.254729,0,0.000179,0.000323
1545861087,,User,1,0.318441,0,0.00258,0.005613
567339127,,User,1,0.306013,0,0.00122,0.00217
811620836,,User,1,0.303617,0,0.000864,0.002305
1480694872,,User,1,0.30152,0,0.000754,0.001347
1108622273,,User,1,0.268257,0,0.000317,0.000737
1528428123,,User,1,0.255106,0,0.000132,0.000333
5494468219,,User,1,0.319682,0,0.002523,0.007527
6926045013,,User,1,0.281575,0,0.000381,0.000818
1503138669,,User,2,0.327909,0,0.004522,0.010068
7089132428,,User,1,0.301123,0,0.001251,0.003028
1573094783,,User,1,0.301123,0,0.001251,0.003028
5503394919,,User,1,0.28197,0,0.000508,0.000793
1679083542,,User,1,0.298828,0,0.000697,0.002268
5704097960,,User,1,0.306013,0,0.00122,0.00217
7012586582,,User,1,0.318441,0,0.00258,0.005613
7149078994,,User,1,0.292127,0,0.000568,0.0012
5788009262,,User,1,0.285899,0,0.000705,0.001246
1509638291,,User,1,0.308694,0,0.001417,0.002989
1511038271,,User,1,0.30152,0,0.000754,0.001347
1550329519,,User,1,0.281102,0,0.000469,0.000786
87705504,,User,1,0.318441,0,0.00258,0.005613
6496613703,,User,1,0.318441,0,0.00258,0.005613
7136585803,,User,1,0.30259,0,0.001101,0.002173
1935571811,,User,1,0.242801,0,0.000034,0.000176
911452458,,User,2,0.248594,0,0.00007,0.000388
1619252278,,User,1,0.242801,0,0.000034,0.000176
336319148,,User,1,1,0,0,0.000111
Pseudomys_delicatus,,Channel,1,1,0,0,0.000111
1541520457,,User,1,0.300203,0,0.001079,0.002125
1594554181,,User,1,0.318441,0,0.00258,0.005613
1547754359,,User,1,0.285899,0,0.000705,0.001246
805794016,,User,1,0.244206,0,0.000049,0.000728
1825892887,,User,1,0.244206,0,0.000049,0.000728
1567119676,,User,1,0.301008,0,0.000837,0.002479
1581707640,,User,1,0.321701,0,0.003096,0.006674
1233543513,,User,1,0.319682,0,0.002523,0.007527
863650692,,User,1,0.279901,0,0.000461,0.000943
1933253138,,User,1,0.270052,0,0.000305,0.000579
1572412663,,User,1,0.319682,0,0.002523,0.007527
1141143481,,User,1,0.298828,0,0.000697,0.002268
212035797,,User,1,0.268474,0,0.000378,0.000683
5488174368,,User,1,0.321931,0,0.005679,0.010891
6366799786,,User,1,0.321931,0,0.005679,0.010891
1211791782,,User,1,0.308415,0,0.00103,0.002161
6338526316,,User,1,0.301008,0,0.000837,0.002479
1460465691,,User,1,0.292127,0,0.000568,0.0012
1568976364,,User,1,0.300203,0,0.001079,0.002125
6801603944,,User,1,0.27588,0,0.000503,0.000806
1398367196,,User,1,0.308694,0,0.001417,0.002989
2080109966,,User,1,0.319682,0,0.002523,0.007527
1599543480,,User,1,0.321931,0,0.005679,0.010891
1511311303,,User,1,0.300203,0,0.001079,0.002125
1281677405,,User,1,0.28197,0,0.000508,0.000793
1703045582,,User,1,0.296712,0,0.000916,0.001514
5482798448,,User,1,0.319682,0,0.002523,0.007527
1423241442,,User,1,0.319682,0,0.002523,0.007527
1678708508,,User,1,0.321701,0,0.003096,0.006674
5820224740,,User,1,0.319953,0,0.002272,0.005688
1531177259,,User,1,0.319953,0,0.002272,0.005688
5553687070,,User,1,0.319953,0,0.002272,0.005688
663621976,,User,1,0.321701,0,0.003096,0.006674
6945957083,,User,1,0.321701,0,0.003096,0.006674
5117441451,,User,1,0.545455,0,0,0.00012
2116703474,,User,1,0.545455,0,0,0.00012
1547072141,,User,1,0.319953,0,0.002272,0.005688
5240040748,,User,1,0.319953,0,0.002272,0.005688
6042161784,,User,1,0.301008,0,0.000837,0.002479
6653899760,,User,1,0.308694,0,0.001417,0.002989
7184506647,,User,1,0.308694,0,0.001417,0.002989
1580024409,,User,1,0.278813,0,0.000464,0.000874
2013409046,,User,1,0.248887,0,0.000076,0.0003
1249263958,,User,1,0.248887,0,0.000076,0.0003
1402175324,,User,1,0.321701,0,0.003096,0.006674
1629569090,,User,1,0.321701,0,0.003096,0.006674
1416605625,,User,1,0.303352,0,0.001062,0.002563
1489910014,,User,1,0.303352,0,0.001062,0.002563
1556496419,,User,1,0.303352,0,0.001062,0.002563
2065004693,,User,1,0.303352,0,0.001062,0.002563
6825026439,,User,1,0.319953,0,0.002272,0.005688
6418149913,,User,1,0.308415,0,0.00103,0.002161
1536307969,,User,1,0.308694,0,0.001417,0.002989
6651582739,,User,1,0.318441,0,0.00258,0.005613
1551541090,,User,1,0.318441,0,0.00258,0.005613
5496871310,,User,1,0.31242,0,0.001171,0.003234
5446853456,,User,1,0.319953,0,0.002272,0.005688
1237359294,,User,1,0.308694,0,0.001417,0.002989
1573932291,,User,1,0.319953,0,0.002272,0.005688
1519060860,,User,1,0.319953,0,0.002272,0.005688
1887585251,,User,1,0.321931,0,0.005679,0.010891
5011044905,,User,1,0.318441,0,0.00258,0.005613
7048870968,,User,1,0.321701,0,0.003096,0.006674
5578988090,,User,1,0.311958,0,0.001426,0.003394
7060047549,,User,1,0.311958,0,0.001426,0.003394
6714074984,,User,1,0.311958,0,0.001426,0.003394
1994091616,,User,1,0.321701,0,0.003096,0.006674
1424889827,,User,1,0.281575,0,0.000381,0.000818
1144537533,,User,1,0.321931,0,0.005679,0.010891
2091378432,,User,1,0.318441,0,0.00258,0.005613
1778099824,,User,1,0.268257,0,0.000317,0.000737
1571789340,,User,1,0.321931,0,0.005679,0.010891
1576314732,,User,1,0.319953,0,0.002272,0.005688
1567881254,,User,1,0.281829,0,0.000409,0.000716
1565366674,,User,1,0.321931,0,0.005679,0.010891
816496432,,User,1,0.319953,0,0.002272,0.005688
7474055146,,User,1,0.30259,0,0.001101,0.002173
6267085486,,User,1,0.318441,0,0.00258,0.005613
1768268838,,User,1,0.31242,0,0.001171,0.003234
1110225077,,User,1,0.31242,0,0.001171,0.003234
1354746929,,User,1,0.31242,0,0.001171,0.003234
1571852011,,User,1,0.318441,0,0.00258,0.005613
5826714942,,User,1,0.300203,0,0.001079,0.002125
1501261499,,User,2,0.323891,0,0.006743,0.01293
1243898202,,User,1,0.302756,0,0.001211,0.002411
1801799905,,User,1,0.302756,0,0.001211,0.002411
1584293921,,User,1,0.321931,0,0.005679,0.010891
6932336833,,User,1,0.301086,0,0.001064,0.002039
1124179829,,User,1,0.308694,0,0.001417,0.002989
5001669463,,User,1,0.318441,0,0.00258,0.005613
1613922652,,User,1,0.308415,0,0.00103,0.002161
1563539046,,User,1,0.308415,0,0.00103,0.002161
1551545562,,User,1,0.31242,0,0.001171,0.003234
2068939882,,User,1,0.31242,0,0.001171,0.003234
804166341,,User,1,0.31242,0,0.001171,0.003234
